Client,SP Customer Number,Contract Number,Material Code,PCKG,Contract Start Date,Contract End Date,$ ACV,% ACV Subject to Royalty,$ Calc Royalty Base,$ Max Royalty Base,$ Actual Royalty Base,Ending Within 1 Month,Ending Within 2 Months,Ending Within 3 Months,Billed This Quarter,Is First Billing,Late New,Late Renewal,SP AM Rep Name,SP OWM AM Rep Name,SP CSM Rep Name
MUFG SECURITIES EMEA PLC,1005492549.0,136873802.0,42749974,dac6,05/01/2023,04/30/2024,19298.37,1.0,19298.37,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,UNASSIGNED REP
NBCUNIVERSAL INTERNATIONAL LIMITED,1004070080.0,135887103.0,42749974,dac6,11/02/2022,11/01/2023,14943.47,1.0,14943.47,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,UNASSIGNED REP
PHOENIX GROUP MANAGEMENT SERVICE LT,1004010014.0,260811643.0,42749974,dac6,02/23/2023,02/22/2024,16191.03,1.0,16191.03,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,UNASSIGNED REP
PITNEY BOWES LTD,1005450696.0,260054414.0,42749974,dac6,05/20/2023,05/19/2024,23232.77,1.0,23232.77,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,UNASSIGNED REP
RHI MAGNESITA TRADING BV,1005531781.0,135656533.0,42749974,dac6,10/16/2022,10/15/2023,9700.5,1.0,9700.5,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,UNASSIGNED REP
AKAMAI TECHNOLOGIES INC,1003854293.0,260867337.0,43152240,gmt,03/01/2023,02/29/2024,60000.0,1.0,60000.0,0.0,0.0,,,,False,,False,False,"FOGARTY, BOB",UNASSIGNED REP,"BIANCO, NICHOLAS"
"BAKER TILLY, US LLP",1004288503.0,261561258.0,43177154,gmt,09/05/2023,09/04/2024,78200.0,1.0,78200.0,0.0,0.0,,,,False,,False,False,"HORNADY, EMILY",UNASSIGNED REP,"SCHULZ, MICHELLE"
DEERE & COMPANY,1003850742.0,261299662.0,43152240,gmt,07/01/2023,06/30/2024,72500.0,1.0,72500.0,0.0,0.0,,,,False,,False,False,"CADLE, PATRICK",UNASSIGNED REP,"MULLIN, WENDY"
JOHNSON CONTROLS INC,1005802710.0,261144202.0,43152240,gmt,05/01/2023,04/30/2024,206510.0,1.0,206510.0,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"MULLIN, WENDY"
RSM US LLP,1003852016.0,261260667.0,43177155,gmt,06/15/2023,06/14/2024,106000.0,1.0,106000.0,0.0,0.0,,,,False,,False,False,"HANSON, JOEL",UNASSIGNED REP,"ALLEN, ORAL"
"GILEAD SCIENCES, INC.",1003852191.0,135447330.0,42961161,icw,09/29/2023,09/28/2024,23870.25,1.0,23870.25,0.0,0.0,,,,False,,False,False,"BREUCKMAN, BARRETT","BREUCKMAN, BARRETT","OTT, EVA"
